Object Type,Attribute Name,Brief,Type,Flags,Objects,Default
"","SAI_PORT_ATTR_QOS_NUMBER_OF_QUEUES","List of Queues for the port","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_QUEUE",""
"","SAI_PORT_ATTR_QOS_QUEUE_LIST","Number of Scheduler groups on port","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_QOS_NUMBER_OF_SCHEDULER_GROUPS","List of Scheduler groups for the port","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_SCHEDULER_GROUP",""
"","SAI_PORT_ATTR_QOS_SCHEDULER_GROUP_LIST","The sum of the headroom size of the ingress priority groups belonging to this port","","","",""
"","SAI_PORT_ATTR_QOS_MAXIMUM_HEADROOM_SIZE","","","","",""
"","SAI_BUFFER_POOL_ATTR_XOFF_SIZE","","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_QOS_MAXIMUM_HEADROOM_SIZE","Query list of supported port speed(full-duplex) in Mbps","sai_u32_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_SPEED","Query list of supported port FEC mode","sai_s32_list_t sai_port_fec_mode_t","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_FEC_MODE","Query extended list of supported port FEC modes","sai_s32_list_t sai_port_fec_mode_extended_t","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_FEC_MODE_EXTENDED","Query list of Supported HALF-Duplex speed in Mbps","sai_u32_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_HALF_DUPLEX_SPEED","Query auto-negotiation support","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_AUTO_NEG_MODE","Query port supported flow control mode","sai_port_flow_control_mode_t","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_FLOW_CONTROL_MODE","Query port supported asymmetric pause mode","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_ASYMMETRIC_PAUSE_MODE","Query port supported MEDIA type","sai_port_media_type_t","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_MEDIA_TYPE","Query list of Advertised remote port speed (Full-Duplex) in Mbps","sai_u32_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_SPEED","Query list of Advertised remote port FEC control","sai_s32_list_t sai_port_fec_mode_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_FEC_MODE","Query extended list of Advertised remote port FEC control","sai_s32_list_t sai_port_fec_mode_extended_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_FEC_MODE_EXTENDED","Query list of Remote Port's Advertised HALF-Duplex speed in Mbps","sai_u32_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_HALF_DUPLEX_SPEED","Query Remote Port's auto-negotiation Advertisement","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_AUTO_NEG_MODE","Query Remote port Advertised flow control mode","sai_port_flow_control_mode_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_FLOW_CONTROL_MODE","Query Remote port Advertised asymmetric pause mode","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_ASYMMETRIC_PAUSE_MODE","Query Remote port Advertised MEDIA type","sai_port_media_type_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_MEDIA_TYPE","Query Remote port Advertised OUI Code","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_REMOTE_ADVERTISED_OUI_CODE","Number of ingress priority groups","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_NUMBER_OF_INGRESS_PRIORITY_GROUPS","List of ingress priority groups","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_INGRESS_PRIORITY_GROUP",""
"","SAI_PORT_ATTR_INGRESS_PRIORITY_GROUP_LIST","List of port's lanes eye values","sai_port_eye_values_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_EYE_VALUES","Operational speed in Mbps","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_OPER_SPEED","Hardware Lane list","sai_u32_list_t","MANDATORY_ON_CREATE | CREATE_ONLY | KEY","",""
"","SAI_PORT_ATTR_HW_LANE_LIST","Speed in Mbps","sai_uint32_t","MANDATORY_ON_CREATE | CREATE_AND_SET","",""
"","SAI_PORT_ATTR_SPEED","Full Duplex setting","bool","CREATE_ONLY","","true"
"","SAI_PORT_ATTR_FULL_DUPLEX_MODE","Auto Negotiation configuration","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_AUTO_NEG_MODE","Admin Mode","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_ADMIN_STATE","Media Type","sai_port_media_type_t","CREATE_AND_SET","","SAI_PORT_MEDIA_TYPE_NOT_PRESENT"
"","SAI_PORT_ATTR_MEDIA_TYPE","Query/Configure list of Advertised port speed (Full-Duplex) in Mbps","sai_u32_list_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_ADVERTISED_SPEED","Query/Configure list of Advertised port FEC Mode","sai_s32_list_t sai_port_fec_mode_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_USE_EXTENDED_FEC","","","","",""
"","SAI_PORT_ATTR_ADVERTISED_FEC_MODE","Query/Configure extended list of Advertised port FEC Mode","sai_s32_list_t sai_port_fec_mode_extended_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_USE_EXTENDED_FEC","","","","",""
"","SAI_PORT_ATTR_ADVERTISED_FEC_MODE_EXTENDED","Query/Configure list of Advertised HALF-Duplex speed in Mbps","sai_u32_list_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_ADVERTISED_HALF_DUPLEX_SPEED","Query/Configure Port's Advertised auto-negotiation configuration","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_ADVERTISED_AUTO_NEG_MODE","Query/Configure Port's Advertised flow control mode","sai_port_flow_control_mode_t","CREATE_AND_SET","","SAI_PORT_FLOW_CONTROL_MODE_DISABLE"
"","SAI_PORT_ATTR_ADVERTISED_FLOW_CONTROL_MODE","Query port's Advertised asymmetric pause mode","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_ADVERTISED_ASYMMETRIC_PAUSE_MODE","Query/Configure Port's Advertised media type","sai_port_media_type_t","CREATE_AND_SET","","SAI_PORT_MEDIA_TYPE_UNKNOWN"
"","SAI_PORT_ATTR_ADVERTISED_MEDIA_TYPE","Query/Configure Port's Advertised OUI code","sai_uint32_t","CREATE_AND_SET","","0x6A737D"
"","SAI_PORT_ATTR_SPEED","","","","",""
"","SAI_PORT_ATTR_ADVERTISED_OUI_CODE","Port VLAN ID","sai_uint16_t","CREATE_AND_SET","","1"
"","SAI_PORT_ATTR_PORT_VLAN_ID","Default VLAN Priority","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_PORT_ATTR_DEFAULT_VLAN_PRIORITY","Dropping of untagged frames on ingress","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_DROP_UNTAGGED","Dropping of tagged frames on ingress","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_DROP_TAGGED","Internal loopback control","","","",""
"","SAI_PORT_ATTR_LOOPBACK_MODE","","sai_port_internal_loopback_mode_t","CREATE_AND_SET","","SAI_PORT_INTERNAL_LOOPBACK_MODE_NONE"
"","SAI_PORT_ATTR_INTERNAL_LOOPBACK_MODE","Forward Error Correction (FEC) extended control","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_USE_EXTENDED_FEC","Forward Error Correction (FEC) control","sai_port_fec_mode_t","CREATE_AND_SET","","SAI_PORT_FEC_MODE_NONE"
"","SAI_PORT_ATTR_USE_EXTENDED_FEC","","","","",""
"","SAI_PORT_ATTR_FEC_MODE","Forward Error Correction (FEC) extended control","sai_port_fec_mode_extended_t","CREATE_AND_SET","","SAI_PORT_FEC_MODE_EXTENDED_NONE"
"","SAI_PORT_ATTR_USE_EXTENDED_FEC","","","","",""
"","SAI_PORT_ATTR_FEC_MODE_EXTENDED","Update DSCP of outgoing packets","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_UPDATE_DSCP","MTU","sai_uint32_t","CREATE_AND_SET","","1514"
"","SAI_PORT_ATTR_MTU","Enable flood (unknown unicast or unknown multicast)","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_POLICER","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_FLOOD_STORM_CONTROL_POLICER_ID","Enable broadcast storm control policer on port.","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_POLICER","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_BROADCAST_STORM_CONTROL_POLICER_ID","Enable multicast storm control policer on port.","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_POLICER","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_MULTICAST_STORM_CONTROL_POLICER_ID","Global flow control","sai_port_flow_control_mode_t","CREATE_AND_SET","","SAI_PORT_FLOW_CONTROL_MODE_DISABLE"
"","SAI_PORT_ATTR_GLOBAL_FLOW_CONTROL_MODE","Port bind point for ingress ACL object","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_TABLE, SAI_OBJECT_TYPE_ACL_TABLE_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_INGRESS_ACL","Port bind point for egress ACL object","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_TABLE, SAI_OBJECT_TYPE_ACL_TABLE_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_EGRESS_ACL","Port bind point for ingress MACsec ACL object","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_TABLE","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_INGRESS_MACSEC_ACL","Port bind point for egress MACsec ACL object","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ACL_TABLE","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_EGRESS_MACSEC_ACL","List of MACsec ports","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_MACSEC_PORT",""
"","SAI_PORT_ATTR_MACSEC_PORT_LIST","Enable/Disable Mirror session","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","empty"
"","SAI_PORT_ATTR_INGRESS_MIRROR_SESSION","Enable/Disable Mirror session","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","empty"
"","SAI_PORT_ATTR_EGRESS_MIRROR_SESSION","Enable/Disable Samplepacket session","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SAMPLEPACKET","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_INGRESS_SAMPLEPACKET_ENABLE","Enable/Disable Samplepacket session","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SAMPLEPACKET","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_EGRESS_SAMPLEPACKET_ENABLE","Enable/Disable Samplepacket session","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","empty"
"","SAI_PORT_ATTR_INGRESS_SAMPLE_MIRROR_SESSION","Enable/Disable Samplepacket session","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_MIRROR_SESSION","empty"
"","SAI_PORT_ATTR_EGRESS_SAMPLE_MIRROR_SESSION","Attach/Detach policer to port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_POLICER","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_POLICER_ID","Port default Traffic class Mapping","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_PORT_ATTR_QOS_DEFAULT_TC","Enable DOT1P -> TC MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_DOT1P_TO_TC_MAP","Enable DOT1P -> COLOR MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_DOT1P_TO_COLOR_MAP","Enable DSCP -> TC MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_DSCP_TO_TC_MAP","Enable DSCP -> COLOR MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_DSCP_TO_COLOR_MAP","Enable TC -> Queue MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_TC_TO_QUEUE_MAP","Enable TC AND COLOR -> DOT1P MAP","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_TC_AND_COLOR_TO_DOT1P_MAP","Enable TC AND COLOR -> DSCP MAP","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_TC_AND_COLOR_TO_DSCP_MAP","Enable TC -> Priority Group MAP","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_TC_TO_PRIORITY_GROUP_MAP","Enable PFC Priority -> Priority Group MAP","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_PFC_PRIORITY_TO_PRIORITY_GROUP_MAP","Enable PFC Priority -> Queue MAP.","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_PFC_PRIORITY_TO_QUEUE_MAP","Scheduler for port, Default no limits.","","","",""
"","SAI_SCHEDULER_ATTR_MAX_BANDWIDTH_RATE","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_SCHEDULER","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_SCHEDULER_PROFILE_ID","Ingress buffer profiles for port","","","",""
"","SAI_SWITCH_ATTR_INGRESS_BUFFER_POOL_NUM","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_BUFFER_PROFILE","empty"
"","SAI_PORT_ATTR_QOS_INGRESS_BUFFER_PROFILE_LIST","Egress buffer profiles for port","","","",""
"","SAI_SWITCH_ATTR_EGRESS_BUFFER_POOL_NUM","","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_BUFFER_PROFILE","empty"
"","SAI_PORT_ATTR_QOS_EGRESS_BUFFER_PROFILE_LIST","Combined or separate Bit vectors for port PFC RX/TX","sai_port_priority_flow_control_mode_t","CREATE_AND_SET","","SAI_PORT_PRIORITY_FLOW_CONTROL_MODE_COMBINED"
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_MODE","Bit vector enable/disable port PFC","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_MODE","","","","",""
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL","Bit vector enable/disable port PFC RX","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_MODE","","","","",""
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_RX","Bit vector enable/disable port PFC TX","sai_uint8_t","CREATE_AND_SET","","0"
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_MODE","","","","",""
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_TX","User based Meta Data","","","",""
"","SAI_SWITCH_ATTR_PORT_USER_META_DATA_RANGE","","sai_uint32_t","CREATE_AND_SET","","0"
"","SAI_PORT_ATTR_META_DATA","Egress block port list","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_PORT","empty"
"","SAI_PORT_ATTR_EGRESS_BLOCK_PORT_LIST","Port Hardware Configuration Profile ID","sai_uint64_t","CREATE_AND_SET","","vendor"
"","SAI_PORT_ATTR_HW_PROFILE_ID","Port EEE Configuration","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_EEE_ENABLE","Port EEE IDLE time configuration","sai_uint16_t","CREATE_AND_SET","","2500"
"","SAI_PORT_ATTR_EEE_IDLE_TIME","Port EEE Wakeup time configuration","sai_uint16_t","CREATE_AND_SET","","5"
"","SAI_PORT_ATTR_EEE_WAKE_TIME","List of port pools for the port","sai_object_list_t","READ_ONLY","SAI_OBJECT_TYPE_PORT_POOL",""
"","SAI_PORT_ATTR_PORT_POOL_LIST","Isolation group id","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_ISOLATION_GROUP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_ISOLATION_GROUP","Port packet transmission enable","bool","CREATE_AND_SET","","true"
"","SAI_PORT_ATTR_PKT_TX_ENABLE","Port bind point for TAM object","sai_object_list_t","CREATE_AND_SET","SAI_OBJECT_TYPE_TAM","empty"
"","SAI_PORT_ATTR_TAM_OBJECT","Port serdes control pre-emphasis","sai_u32_list_t","CREATE_AND_SET","","internal"
"","SAI_PORT_ATTR_SERDES_PREEMPHASIS","Port serdes control idriver","sai_u32_list_t","CREATE_AND_SET","","internal"
"","SAI_PORT_ATTR_SERDES_IDRIVER","Port serdes control ipredriver","sai_u32_list_t","CREATE_AND_SET","","internal"
"","SAI_PORT_ATTR_SERDES_IPREDRIVER","Enable/Disable Port Link Training","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_LINK_TRAINING_ENABLE","Configure PTP mode on the port","sai_port_ptp_mode_t","CREATE_AND_SET","","SAI_PORT_PTP_MODE_NONE"
"","SAI_PORT_ATTR_PTP_MODE","Configure Interface type","sai_port_interface_type_t","CREATE_AND_SET","","SAI_PORT_INTERFACE_TYPE_NONE"
"","SAI_PORT_ATTR_INTERFACE_TYPE","Configure advertised interface type list","sai_s32_list_t sai_port_interface_type_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_ADVERTISED_INTERFACE_TYPE","Configure port reference clock in hertz","sai_uint64_t","CREATE_ONLY","","internal"
"","SAI_PORT_ATTR_REFERENCE_CLOCK","Port PRBS Polynomial","sai_uint32_t","CREATE_AND_SET","","internal"
"","SAI_PORT_ATTR_PRBS_POLYNOMIAL","Serdes object ID for the port","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_PORT_SERDES","internal"
"","SAI_PORT_ATTR_PORT_SERDES_ID","Link training failure status and error codes","sai_port_link_training_failure_status_t","READ_ONLY","",""
"","SAI_PORT_ATTR_LINK_TRAINING_FAILURE_STATUS","Status whether the receiver trained or not trained to receive data","sai_port_link_training_rx_status_t","READ_ONLY","",""
"","SAI_PORT_ATTR_LINK_TRAINING_RX_STATUS","","","","",""
"","SAI_PORT_ATTR_PRBS_CONFIG","Attribute data for #SAI_PORT_ATTR_PRBS_CONFIG","sai_port_prbs_config_t","CREATE_AND_SET","","SAI_PORT_PRBS_CONFIG_DISABLE"
"","SAI_PORT_ATTR_PRBS_CONFIG","","","","",""
"","SAI_PORT_ATTR_PRBS_LOCK_STATUS","Attribute data for #SAI_PORT_ATTR_PRBS_LOCK_STATUS","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_PRBS_LOCK_STATUS","","","","",""
"","SAI_PORT_ATTR_PRBS_LOCK_LOSS_STATUS","Attribute data for #SAI_PORT_ATTR_PRBS_LOCK_LOSS_STATUS","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_PRBS_LOCK_LOSS_STATUS","","","","",""
"","SAI_PORT_ATTR_PRBS_RX_STATUS","Attribute data for #SAI_PORT_ATTR_PRBS_RX_STATUS","sai_port_prbs_rx_status_t","READ_ONLY","",""
"","SAI_PORT_ATTR_PRBS_RX_STATUS","","","","",""
"","SAI_PORT_ATTR_PRBS_RX_STATE","Attribute data for #SAI_PORT_ATTR_PRBS_RX_STATE","sai_prbs_rx_state_t","READ_ONLY","",""
"","SAI_PORT_ATTR_PRBS_RX_STATE","","","","",""
"","SAI_PORT_ATTR_AUTO_NEG_STATUS","Attribute data for #SAI_PORT_ATTR_AUTO_NEG_STATUS","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_AUTO_NEG_STATUS","To enable/disable Decrement TTL","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_DISABLE_DECREMENT_TTL","Enable EXP -> TC MAP on port","","","",""
"","SAI_SWITCH_ATTR_QOS_MPLS_EXP_TO_TC_MAP","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_MPLS_EXP_TO_TC_MAP","Enable EXP -> COLOR MAP on port","","","",""
"","SAI_SWITCH_ATTR_QOS_MPLS_EXP_TO_COLOR_MAP","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_MPLS_EXP_TO_COLOR_MAP","Enable TC AND COLOR -> EXP MAP","","","",""
"","SAI_SWITCH_ATTR_QOS_TC_AND_COLOR_TO_MPLS_EXP_MAP","","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_TC_AND_COLOR_TO_MPLS_EXP_MAP","TPID","sai_uint16_t","CREATE_AND_SET","","0x8100"
"","SAI_PORT_ATTR_TPID","Port Down Error Status","sai_port_err_status_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_ERR_STATUS_LIST","Fabric port Attached","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_FABRIC_ATTACHED","Attached Switch type.","sai_switch_type_t","READ_ONLY","",""
"","SAI_PORT_ATTR_FABRIC_ATTACHED_SWITCH_TYPE","Attached Switch ID.","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_FABRIC_ATTACHED_SWITCH_ID","Attached Port Index.","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_FABRIC_ATTACHED_PORT_INDEX","Fabric port reachability","sai_fabric_port_reachability_t","READ_ONLY","",""
"","SAI_PORT_ATTR_FABRIC_REACHABILITY","System port for the port","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_SYSTEM_PORT",""
"","SAI_PORT_ATTR_SYSTEM_PORT","FEC mode auto-negotiation override status","","","",""
"","SAI_PORT_ATTR_FEC_MODE","","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_AUTO_NEG_FEC_MODE_OVERRIDE","Internal or External loopback control","sai_port_loopback_mode_t","CREATE_AND_SET","","SAI_PORT_LOOPBACK_MODE_NONE"
"","SAI_PORT_ATTR_LOOPBACK_MODE","MDIX mode status for the port","sai_port_mdix_mode_status_t","READ_ONLY","",""
"","SAI_PORT_ATTR_MDIX_MODE_STATUS","MDIX mode configuration for the port","sai_port_mdix_mode_config_t","CREATE_AND_SET","","SAI_PORT_MDIX_MODE_CONFIG_AUTO"
"","SAI_PORT_ATTR_MDIX_MODE_CONFIG","Configure auto negotiation configuration mode for the port","sai_port_auto_neg_config_mode_t","CREATE_AND_SET","","SAI_PORT_AUTO_NEG_CONFIG_MODE_DISABLED"
"","SAI_PORT_ATTR_AUTO_NEG_MODE","","","","",""
"","SAI_PORT_ATTR_AUTO_NEG_CONFIG_MODE","Enable auto detection between 1000X and SGMII slave mode","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_MEDIA_TYPE","","","","",""
"","SAI_PORT_ATTR_1000X_SGMII_SLAVE_AUTODETECT","Configure Fiber module type","sai_port_module_type_t","CREATE_AND_SET","","SAI_PORT_MODULE_TYPE_1000BASE_X"
"","SAI_PORT_ATTR_MEDIA_TYPE","","","","",""
"","SAI_PORT_ATTR_MODULE_TYPE","Configure media types for dual media supported PHY","sai_port_dual_media_t","CREATE_AND_SET","","SAI_PORT_DUAL_MEDIA_NONE"
"","SAI_PORT_ATTR_DUAL_MEDIA","Query the Auto Negotiated Resolved FEC","sai_port_fec_mode_extended_t","READ_ONLY","",""
"","SAI_PORT_ATTR_AUTO_NEG_FEC_MODE_EXTENDED","Configures inter frame gap for an ethernet port","sai_uint32_t","CREATE_AND_SET","","96"
"","SAI_PORT_ATTR_IPG","Forward or terminate the global flow control(802.3X) frame","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_GLOBAL_FLOW_CONTROL_FORWARD","Forward or terminate the PFC(802.1Qbb) frame","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_PRIORITY_FLOW_CONTROL_FORWARD","Enable DSCP -> Forwarding Class MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_DSCP_TO_FORWARDING_CLASS_MAP","Enable EXP -> Forwarding Class MAP on port","sai_object_id_t","CREATE_AND_SET","SAI_OBJECT_TYPE_QOS_MAP","SAI_NULL_OBJECT_ID"
"","SAI_PORT_ATTR_QOS_MPLS_EXP_TO_FORWARDING_CLASS_MAP","Associated IPsec port","sai_object_id_t","READ_ONLY","SAI_OBJECT_TYPE_IPSEC_PORT",""
"","SAI_PORT_ATTR_IPSEC_PORT","PFC Deadlock Detection timer interval range","sai_u32_range_t","READ_ONLY","",""
"","SAI_PORT_ATTR_PFC_TC_DLD_INTERVAL_RANGE","PFC Deadlock Detection timer interval in milliseconds.","sai_map_list_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_PFC_TC_DLD_INTERVAL","PFC Deadlock Recovery timer interval range","sai_u32_range_t","READ_ONLY","",""
"","SAI_PORT_ATTR_PFC_TC_DLR_INTERVAL_RANGE","PFC Deadlock Recovery timer interval in milliseconds.","sai_map_list_t","CREATE_AND_SET","","empty"
"","SAI_PORT_ATTR_PFC_TC_DLR_INTERVAL","Query link-training support","bool","READ_ONLY","",""
"","SAI_PORT_ATTR_SUPPORTED_LINK_TRAINING_MODE","List of port's PMD lanes rx signal detect","sai_port_lane_latch_status_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_RX_SIGNAL_DETECT","List of port's PMD lanes rx lock status","sai_port_lane_latch_status_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_RX_LOCK_STATUS","Port's PCS RX Link Status","sai_latch_status_t","READ_ONLY","",""
"","SAI_PORT_ATTR_PCS_RX_LINK_STATUS","List of port's FEC lanes alignment marker lock","sai_port_lane_latch_status_list_t","READ_ONLY","",""
"","SAI_PORT_ATTR_FEC_ALIGNMENT_LOCK","Fabric port isolation setting.","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_FABRIC_ISOLATE","Query the maximum number of symbols with errors that can be","sai_uint32_t","READ_ONLY","",""
"","SAI_PORT_ATTR_MAX_FEC_SYMBOL_ERRORS_DETECTABLE","Enable ARS on port. This enables the control for quality measure in switch pipeline.","bool","CREATE_AND_SET","","false"
"","SAI_PORT_ATTR_ARS_ENABLE","Scaling factor to account for different port speeds.","sai_uint32_t","CREATE_AND_SET","","0"
